gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
001690,14593,2009-09-30,2009-09-30,2010-01-31,43.783,0.203,13.424,20.831,21.152,21.152,21.152,4.059,17.144,0.000,0.192,0.290,0.274,0.417,0.281,0.209,0.285,0.296,0.446,0.318,0.313,0.379,0.313,0.510,0.328,0.377,1.000,0.000,0.000,0.000,,,1.479,0.014,0.160,0.000,0.000,,0.725,0.000,1.080,0.883,0.641,0.887,5.369,0.000,0.334,0.150,0.501,,,2.039,2.703,2.742,,51.865,0.985,8.791,4.486,1.356,1.356,2.140,0.031,0.012,0.000,-0.044,5.144,0.355,,AAPL,03783310
001690,14593,2009-09-30,2009-12-31,2010-02-28,48.834,0.202,10.239,0.701,0.714,0.714,0.714,3.973,15.460,0.000,0.200,0.303,0.286,0.426,0.290,0.231,0.311,0.341,0.510,0.318,0.357,0.341,0.357,0.595,0.365,0.413,1.000,0.000,0.000,0.000,,,1.297,0.013,0.128,0.000,0.000,,0.732,0.000,1.028,0.873,0.641,0.902,6.674,0.000,0.390,0.151,0.639,,,1.772,2.403,2.434,,62.233,0.969,10.891,5.155,1.589,1.589,2.368,0.030,0.012,0.000,-0.056,4.815,0.013,,AAPL,03783310
001690,14593,2009-09-30,2009-12-31,2010-03-31,56.260,0.202,10.239,0.805,0.820,0.820,0.820,4.577,17.811,0.000,0.200,0.303,0.286,0.426,0.290,0.231,0.311,0.341,0.510,0.318,0.357,0.341,0.357,0.595,0.365,0.413,1.000,0.000,0.000,0.000,,,1.297,0.013,0.128,0.000,0.000,,0.732,0.000,1.028,0.873,0.641,0.902,6.674,0.000,0.390,0.151,0.639,,,1.772,2.403,2.434,,62.233,0.969,10.891,5.155,1.589,1.589,2.368,0.030,0.012,0.000,-0.056,5.547,0.015,,AAPL,03783310
001690,14593,2009-09-30,2009-12-31,2010-04-30,62.527,0.202,10.239,0.894,0.911,0.911,0.911,5.086,19.795,0.000,0.200,0.303,0.286,0.426,0.290,0.231,0.311,0.341,0.510,0.318,0.357,0.341,0.357,0.595,0.365,0.413,1.000,0.000,0.000,0.000,,,1.297,0.013,0.128,0.000,0.000,,0.732,0.000,1.028,0.873,0.641,0.902,6.674,0.000,0.390,0.151,0.639,,,1.772,2.403,2.434,,62.233,0.969,10.891,5.155,1.589,1.589,2.368,0.030,0.012,0.000,-0.056,6.165,0.016,,AAPL,03783310
001690,14593,2009-09-30,2010-03-31,2010-05-31,54.324,0.199,11.041,0.765,0.779,0.779,0.779,4.572,17.326,0.000,0.211,0.310,0.294,0.429,0.297,0.249,0.328,0.348,0.511,0.318,0.368,0.348,0.368,0.666,0.414,0.425,1.000,0.000,0.000,0.000,,,1.293,0.015,0.142,0.000,0.000,,0.723,0.000,1.184,1.009,0.641,0.900,6.051,0.000,0.358,0.146,0.558,,,1.788,2.437,2.475,,56.982,0.990,10.908,5.217,1.542,1.542,2.592,0.030,0.012,0.000,-0.054,5.488,0.014,,AAPL,03783310
001690,14593,2009-09-30,2010-03-31,2010-06-30,53.400,0.199,11.041,0.749,0.763,0.763,0.763,4.494,17.031,0.000,0.211,0.310,0.294,0.429,0.297,0.249,0.328,0.348,0.511,0.318,0.368,0.348,0.368,0.666,0.414,0.425,1.000,0.000,0.000,0.000,,,1.293,0.015,0.142,0.000,0.000,,0.723,0.000,1.184,1.009,0.641,0.900,6.051,0.000,0.358,0.146,0.558,,,1.788,2.437,2.475,,56.982,0.990,10.908,5.217,1.542,1.542,2.592,0.030,0.012,0.000,-0.054,5.395,0.014,,AAPL,03783310
001690,14593,2009-09-30,2010-03-31,2010-07-31,54.619,0.199,11.041,0.766,0.780,0.780,0.780,4.597,17.420,0.000,0.211,0.310,0.294,0.429,0.297,0.249,0.328,0.348,0.511,0.318,0.368,0.348,0.368,0.666,0.414,0.425,1.000,0.000,0.000,0.000,,,1.293,0.015,0.142,0.000,0.000,,0.723,0.000,1.184,1.009,0.641,0.900,6.051,0.000,0.358,0.146,0.558,,,1.788,2.437,2.475,,56.982,0.990,10.908,5.217,1.542,1.542,2.592,0.030,0.012,0.000,-0.054,5.518,0.014,,AAPL,03783310
001690,14593,2009-09-30,2010-06-30,2010-08-31,45.656,0.204,11.432,0.646,0.657,0.654,0.654,3.890,13.861,0.000,0.214,0.307,0.291,0.424,0.294,0.260,0.339,0.345,0.501,0.318,0.369,0.345,0.369,0.730,0.460,0.433,1.000,0.000,0.000,0.000,,,1.305,0.020,0.157,0.000,0.000,,0.715,0.000,1.337,1.222,0.641,0.894,5.408,0.000,0.329,0.149,0.489,,,1.825,2.491,2.541,,50.419,1.023,10.892,5.101,1.524,1.524,2.826,0.029,0.012,0.000,-0.070,4.731,0.012,,AAPL,03783310
001690,14593,2009-09-30,2010-06-30,2010-09-30,53.431,0.204,11.432,0.753,0.767,0.763,0.763,4.553,16.222,0.000,0.214,0.307,0.291,0.424,0.294,0.260,0.339,0.345,0.501,0.318,0.369,0.345,0.369,0.730,0.460,0.433,1.000,0.000,0.000,0.000,,,1.305,0.020,0.157,0.000,0.000,,0.715,0.000,1.337,1.222,0.641,0.894,5.408,0.000,0.329,0.149,0.489,,,1.825,2.491,2.541,,50.419,1.023,10.892,5.101,1.524,1.524,2.826,0.029,0.012,0.000,-0.070,5.537,0.014,,AAPL,03783310
001690,14593,2009-09-30,2010-06-30,2010-10-31,56.758,0.204,11.432,0.799,0.813,0.809,0.809,4.836,17.232,0.000,0.214,0.307,0.291,0.424,0.294,0.260,0.339,0.345,0.501,0.318,0.369,0.345,0.369,0.730,0.460,0.433,1.000,0.000,0.000,0.000,,,1.305,0.020,0.157,0.000,0.000,,0.715,0.000,1.337,1.222,0.641,0.894,5.408,0.000,0.329,0.149,0.489,,,1.825,2.491,2.541,,50.419,1.023,10.892,5.101,1.524,1.524,2.826,0.029,0.012,0.000,-0.070,5.882,0.014,,AAPL,03783310
001690,14593,2010-09-30,2010-09-30,2010-11-30,43.820,0.200,13.455,20.270,20.606,20.538,20.538,4.376,15.349,0.000,0.215,0.296,0.282,0.408,0.284,0.231,0.315,0.326,0.463,0.244,0.353,0.414,0.353,0.755,0.454,0.354,1.000,0.000,0.000,0.000,,,0.935,0.025,0.238,0.000,0.000,,0.756,0.000,0.932,0.897,0.679,0.892,5.745,0.000,0.364,0.201,0.573,,,1.236,1.961,2.011,,51.274,1.063,8.708,4.451,1.365,1.365,3.112,0.027,0.011,0.000,-0.075,5.479,0.357,,AAPL,03783310
001690,14593,2010-09-30,2010-09-30,2010-12-31,45.612,0.200,13.455,21.014,21.362,21.291,21.291,4.555,15.977,0.000,0.215,0.296,0.282,0.408,0.284,0.231,0.315,0.326,0.463,0.244,0.353,0.414,0.353,0.755,0.454,0.354,1.000,0.000,0.000,0.000,,,0.935,0.025,0.238,0.000,0.000,,0.756,0.000,0.932,0.897,0.679,0.892,5.745,0.000,0.364,0.201,0.573,,,1.236,1.961,2.011,,51.274,1.063,8.708,4.451,1.365,1.365,3.112,0.027,0.011,0.000,-0.075,5.703,0.370,,AAPL,03783310
001690,14593,2010-09-30,2010-09-30,2011-01-31,47.995,0.200,13.455,22.106,22.472,22.397,22.397,4.793,16.811,0.000,0.215,0.296,0.282,0.408,0.284,0.231,0.315,0.326,0.463,0.244,0.353,0.414,0.353,0.755,0.454,0.354,1.000,0.000,0.000,0.000,,,0.935,0.025,0.238,0.000,0.000,,0.756,0.000,0.932,0.897,0.679,0.892,5.745,0.000,0.364,0.201,0.573,,,1.236,1.961,2.011,,51.274,1.063,8.708,4.451,1.365,1.365,3.112,0.027,0.011,0.000,-0.075,6.001,0.389,,AAPL,03783310
001690,14593,2010-09-30,2010-12-31,2011-02-28,52.059,0.202,11.038,0.695,0.707,0.704,0.704,4.266,14.407,0.000,0.218,0.297,0.282,0.403,0.285,0.234,0.361,0.369,0.518,0.244,0.401,0.369,0.401,0.885,0.541,0.433,1.000,0.000,0.000,0.000,,,1.013,0.023,0.207,0.000,0.000,,0.732,0.000,1.253,1.249,0.679,0.874,5.449,0.000,0.348,0.179,0.534,,,1.383,2.079,2.128,,51.807,1.076,9.588,4.534,1.650,1.650,3.739,0.026,0.011,0.000,-0.088,5.416,0.012,,AAPL,03783310
001690,14593,2010-09-30,2010-12-31,2011-03-31,51.556,0.202,11.038,0.686,0.697,0.695,0.695,4.224,14.267,0.000,0.218,0.297,0.282,0.403,0.285,0.234,0.361,0.369,0.518,0.244,0.401,0.369,0.401,0.885,0.541,0.433,1.000,0.000,0.000,0.000,,,1.013,0.023,0.207,0.000,0.000,,0.732,0.000,1.253,1.249,0.679,0.874,5.449,0.000,0.348,0.179,0.534,,,1.383,2.079,2.128,,51.807,1.076,9.588,4.534,1.650,1.650,3.739,0.026,0.011,0.000,-0.088,5.363,0.012,,AAPL,03783310
001690,14593,2010-09-30,2010-12-31,2011-04-30,51.800,0.202,11.038,0.689,0.701,0.698,0.698,4.245,14.335,0.000,0.218,0.297,0.282,0.403,0.285,0.234,0.361,0.369,0.518,0.244,0.401,0.369,0.401,0.885,0.541,0.433,1.000,0.000,0.000,0.000,,,1.013,0.023,0.207,0.000,0.000,,0.732,0.000,1.253,1.249,0.679,0.874,5.449,0.000,0.348,0.179,0.534,,,1.383,2.079,2.128,,51.807,1.076,9.588,4.534,1.650,1.650,3.739,0.026,0.011,0.000,-0.088,5.389,0.012,,AAPL,03783310
001690,14593,2010-09-30,2011-03-31,2011-05-31,45.037,0.210,10.355,0.585,0.594,0.592,0.592,3.678,12.149,0.000,0.224,0.306,0.290,0.407,0.293,0.239,0.377,0.388,0.549,0.244,0.423,0.388,0.423,1.018,0.590,0.442,1.000,0.000,0.000,0.000,,,0.927,0.023,0.227,0.000,0.000,,0.738,0.000,1.268,1.254,0.679,0.879,5.488,0.000,0.356,0.190,0.553,,,1.257,1.952,1.997,,54.512,1.088,9.135,4.304,1.690,1.690,4.155,0.024,0.011,0.000,-0.091,4.756,0.009,,AAPL,03783310
001690,14593,2010-09-30,2011-03-31,2011-06-30,43.563,0.210,10.355,0.564,0.573,0.571,0.571,3.558,11.752,0.000,0.224,0.306,0.290,0.407,0.293,0.239,0.377,0.388,0.549,0.244,0.423,0.388,0.423,1.018,0.590,0.442,1.000,0.000,0.000,0.000,,,0.927,0.023,0.227,0.000,0.000,,0.738,0.000,1.268,1.254,0.679,0.879,5.488,0.000,0.356,0.190,0.553,,,1.257,1.952,1.997,,54.512,1.088,9.135,4.304,1.690,1.690,4.155,0.024,0.011,0.000,-0.091,4.601,0.009,,AAPL,03783310
001690,14593,2010-09-30,2011-03-31,2011-07-31,50.686,0.210,10.355,0.657,0.667,0.665,0.665,4.140,13.673,0.000,0.224,0.306,0.290,0.407,0.293,0.239,0.377,0.388,0.549,0.244,0.423,0.388,0.423,1.018,0.590,0.442,1.000,0.000,0.000,0.000,,,0.927,0.023,0.227,0.000,0.000,,0.738,0.000,1.268,1.254,0.679,0.879,5.488,0.000,0.356,0.190,0.553,,,1.257,1.952,1.997,,54.512,1.088,9.135,4.304,1.690,1.690,4.155,0.024,0.011,0.000,-0.091,5.353,0.010,,AAPL,03783310
001690,14593,2010-09-30,2011-06-30,2011-08-31,43.357,0.246,9.263,0.536,0.544,0.544,0.544,3.556,10.883,0.000,0.235,0.320,0.304,0.414,0.308,0.251,0.400,0.416,0.590,0.244,0.456,0.416,0.456,1.162,0.644,0.457,1.000,0.000,0.000,0.000,,,0.846,0.021,0.242,0.000,0.000,,0.734,0.000,1.343,1.370,0.679,0.897,5.516,0.000,0.358,0.192,0.559,,,1.152,1.836,1.876,,62.607,1.104,9.254,4.247,1.720,1.720,4.789,0.023,0.011,0.000,-0.107,4.653,0.008,,AAPL,03783310
001690,14593,2010-09-30,2011-06-30,2011-09-30,43.063,0.246,9.263,0.532,0.539,0.539,0.539,3.532,10.809,0.000,0.235,0.320,0.304,0.414,0.308,0.251,0.400,0.416,0.590,0.244,0.456,0.416,0.456,1.162,0.644,0.457,1.000,0.000,0.000,0.000,,,0.846,0.021,0.242,0.000,0.000,,0.734,0.000,1.343,1.370,0.679,0.897,5.516,0.000,0.358,0.192,0.559,,,1.152,1.836,1.876,,62.607,1.104,9.254,4.247,1.720,1.720,4.789,0.023,0.011,0.000,-0.107,4.622,0.008,,AAPL,03783310
001690,14593,2010-09-30,2011-06-30,2011-10-31,45.719,0.246,9.263,0.564,0.572,0.572,0.572,3.750,11.476,0.000,0.235,0.320,0.304,0.414,0.308,0.251,0.400,0.416,0.590,0.244,0.456,0.416,0.456,1.162,0.644,0.457,1.000,0.000,0.000,0.000,,,0.846,0.021,0.242,0.000,0.000,,0.734,0.000,1.343,1.370,0.679,0.897,5.516,0.000,0.358,0.192,0.559,,,1.152,1.836,1.876,,62.607,1.104,9.254,4.247,1.720,1.720,4.789,0.023,0.011,0.000,-0.107,4.907,0.008,,AAPL,03783310
001690,14593,2011-09-30,2011-09-30,2011-11-30,31.435,0.239,9.950,13.626,13.808,13.808,13.808,3.282,9.465,0.000,0.239,0.329,0.312,0.422,0.316,0.256,0.372,0.379,0.543,0.242,0.417,0.498,0.417,1.338,0.681,0.392,1.000,0.000,0.000,0.000,,,0.653,0.017,0.260,0.000,0.000,,0.704,0.000,1.273,1.342,0.944,0.886,5.112,0.000,0.342,0.160,0.519,,,0.928,1.581,1.608,,68.537,1.130,10.004,4.679,1.413,1.413,6.361,0.022,0.009,0.000,-0.121,4.190,0.189,,AAPL,03783310
001690,14593,2011-09-30,2011-09-30,2011-12-31,33.411,0.239,9.950,14.439,14.632,14.632,14.632,3.488,10.060,0.000,0.239,0.329,0.312,0.422,0.316,0.256,0.372,0.379,0.543,0.242,0.417,0.498,0.417,1.338,0.681,0.392,1.000,0.000,0.000,0.000,,,0.653,0.017,0.260,0.000,0.000,,0.704,0.000,1.273,1.342,0.944,0.886,5.112,0.000,0.342,0.160,0.519,,,0.928,1.581,1.608,,68.537,1.130,10.004,4.679,1.413,1.413,6.361,0.022,0.009,0.000,-0.121,4.454,0.200,,AAPL,03783310
001690,14593,2011-09-30,2011-09-30,2012-01-31,37.664,0.239,9.950,16.274,16.491,16.491,16.491,3.932,11.341,0.000,0.239,0.329,0.312,0.422,0.316,0.256,0.372,0.379,0.543,0.242,0.417,0.498,0.417,1.338,0.681,0.392,1.000,0.000,0.000,0.000,,,0.653,0.017,0.260,0.000,0.000,,0.704,0.000,1.273,1.342,0.944,0.886,5.112,0.000,0.342,0.160,0.519,,,0.928,1.581,1.608,,68.537,1.130,10.004,4.679,1.413,1.413,6.361,0.022,0.009,0.000,-0.121,5.021,0.226,,AAPL,03783310
001690,14593,2011-09-30,2011-12-31,2012-02-29,46.175,0.264,7.505,0.545,0.552,0.552,0.552,3.956,11.162,0.000,0.258,0.356,0.339,0.441,0.342,0.275,0.449,0.456,0.661,0.242,0.503,0.456,0.503,1.626,0.827,0.494,1.000,0.000,0.000,0.000,,,0.714,0.020,0.262,0.000,0.000,,0.714,0.000,1.599,1.593,0.944,0.904,5.571,0.000,0.349,0.172,0.535,,,1.000,1.669,1.702,,74.590,1.120,10.073,4.644,1.719,1.719,6.401,0.020,0.009,0.000,-0.113,5.069,0.007,,AAPL,03783310
001690,14593,2011-09-30,2011-12-31,2012-03-31,51.179,0.264,7.505,0.602,0.610,0.610,0.610,4.385,12.372,0.000,0.258,0.356,0.339,0.441,0.342,0.275,0.449,0.456,0.661,0.242,0.503,0.456,0.503,1.626,0.827,0.494,1.000,0.000,0.000,0.000,,,0.714,0.020,0.262,0.000,0.000,,0.714,0.000,1.599,1.593,0.944,0.904,5.571,0.000,0.349,0.172,0.535,,,1.000,1.669,1.702,,74.590,1.120,10.073,4.644,1.719,1.719,6.401,0.020,0.009,0.000,-0.113,5.618,0.008,,AAPL,03783310
001690,14593,2011-09-30,2011-12-31,2012-04-30,49.854,0.264,7.505,0.587,0.594,0.594,0.594,4.271,12.052,0.000,0.258,0.356,0.339,0.441,0.342,0.275,0.449,0.456,0.661,0.242,0.503,0.456,0.503,1.626,0.827,0.494,1.000,0.000,0.000,0.000,,,0.714,0.020,0.262,0.000,0.000,,0.714,0.000,1.599,1.593,0.944,0.904,5.571,0.000,0.349,0.172,0.535,,,1.000,1.669,1.702,,74.590,1.120,10.073,4.644,1.719,1.719,6.401,0.020,0.009,0.000,-0.113,5.473,0.007,,AAPL,03783310
001690,14593,2011-09-30,2012-03-31,2012-05-31,42.388,0.204,7.522,0.497,0.503,0.503,0.503,3.795,10.180,0.000,0.271,0.374,0.357,0.457,0.361,0.289,0.467,0.470,0.683,0.242,0.519,0.470,0.519,1.874,0.915,0.507,1.000,0.000,0.000,0.000,,,0.649,0.020,0.271,0.000,0.000,,0.697,0.000,1.755,1.747,0.944,0.902,5.586,0.000,0.340,0.161,0.515,,,0.931,1.592,1.625,,77.248,1.111,10.655,4.758,1.682,1.682,7.503,0.020,0.009,0.000,-0.119,4.730,0.006,,AAPL,03783310
001690,14593,2011-09-30,2012-03-31,2012-06-30,42.949,0.204,7.522,0.503,0.509,0.509,0.509,3.845,10.314,0.000,0.271,0.374,0.357,0.457,0.361,0.289,0.467,0.470,0.683,0.242,0.519,0.470,0.519,1.874,0.915,0.507,1.000,0.000,0.000,0.000,,,0.649,0.020,0.271,0.000,0.000,,0.697,0.000,1.755,1.747,0.944,0.902,5.586,0.000,0.340,0.161,0.515,,,0.931,1.592,1.625,,77.248,1.111,10.655,4.758,1.682,1.682,7.503,0.020,0.009,0.000,-0.119,4.793,0.006,,AAPL,03783310
001690,14593,2011-09-30,2012-03-31,2012-07-31,44.924,0.204,7.522,0.526,0.532,0.532,0.532,4.022,10.789,0.000,0.271,0.374,0.357,0.457,0.361,0.289,0.467,0.470,0.683,0.242,0.519,0.470,0.519,1.874,0.915,0.507,1.000,0.000,0.000,0.000,,,0.649,0.020,0.271,0.000,0.000,,0.697,0.000,1.755,1.747,0.944,0.902,5.586,0.000,0.340,0.161,0.515,,,0.931,1.592,1.625,,77.248,1.111,10.655,4.758,1.682,1.682,7.503,0.020,0.009,0.000,-0.119,5.013,0.006,,AAPL,03783310
001690,14593,2011-09-30,2012-06-30,2012-08-31,42.728,0.228,8.236,0.552,0.559,0.559,0.559,4.191,11.958,0.000,0.270,0.375,0.356,0.460,0.361,0.289,0.436,0.428,0.626,0.242,0.474,0.428,0.474,1.980,0.928,0.482,1.000,0.000,0.000,0.000,,,0.597,0.021,0.278,0.000,0.000,,0.679,0.000,1.750,1.634,0.944,0.876,5.382,0.000,0.330,0.149,0.493,,,0.880,1.552,1.585,,75.856,1.046,10.579,4.834,1.563,1.563,7.964,0.021,0.009,0.000,-0.089,4.991,0.007,1.59%,AAPL,03783310
001690,14593,2011-09-30,2012-06-30,2012-09-30,42.931,0.228,8.236,0.554,0.560,0.560,0.560,4.210,12.015,0.000,0.270,0.375,0.356,0.460,0.361,0.289,0.436,0.428,0.626,0.242,0.474,0.428,0.474,1.980,0.928,0.482,1.000,0.000,0.000,0.000,,,0.597,0.021,0.278,0.000,0.000,,0.679,0.000,1.750,1.634,0.944,0.876,5.382,0.000,0.330,0.149,0.493,,,0.880,1.552,1.585,,75.856,1.046,10.579,4.834,1.563,1.563,7.964,0.021,0.009,0.000,-0.089,5.015,0.007,1.59%,AAPL,03783310
001690,14593,2011-09-30,2012-06-30,2012-10-31,38.371,0.228,8.236,0.494,0.500,0.500,0.500,3.763,10.739,0.000,0.270,0.375,0.356,0.460,0.361,0.289,0.436,0.428,0.626,0.242,0.474,0.428,0.474,1.980,0.928,0.482,1.000,0.000,0.000,0.000,,,0.597,0.021,0.278,0.000,0.000,,0.679,0.000,1.750,1.634,0.944,0.876,5.382,0.000,0.330,0.149,0.493,,,0.880,1.552,1.585,,75.856,1.046,10.579,4.834,1.563,1.563,7.964,0.021,0.009,0.000,-0.089,4.482,0.006,1.78%,AAPL,03783310
001690,14593,2012-09-30,2012-09-30,2012-11-30,29.058,0.211,10.720,13.111,13.257,13.257,13.257,3.518,10.826,0.060,0.267,0.373,0.353,0.459,0.356,0.288,0.400,0.385,0.567,0.252,0.428,0.492,0.428,1.861,0.878,0.408,1.000,0.000,0.000,0.000,,,0.503,0.014,0.324,0.000,0.000,,0.666,0.000,1.516,1.319,0.879,0.837,3.744,0.000,0.329,0.152,0.489,,,0.756,1.475,1.496,,108.029,1.070,10.294,4.728,1.324,1.324,8.189,0.022,0.006,0.000,-0.062,4.169,0.190,1.81%,AAPL,03783310
001690,14593,2012-09-30,2012-09-30,2012-12-31,26.373,0.211,10.720,11.921,12.054,12.054,12.054,3.193,9.826,0.060,0.267,0.373,0.353,0.459,0.356,0.288,0.400,0.385,0.567,0.252,0.428,0.492,0.428,1.861,0.878,0.408,1.000,0.000,0.000,0.000,,,0.503,0.014,0.324,0.000,0.000,,0.666,0.000,1.516,1.319,0.879,0.837,3.744,0.000,0.329,0.152,0.489,,,0.756,1.475,1.496,,108.029,1.070,10.294,4.728,1.324,1.324,8.189,0.022,0.006,0.000,-0.062,3.784,0.173,1.99%,AAPL,03783310
001690,14593,2012-09-30,2012-09-30,2013-01-31,22.575,0.211,10.720,10.204,10.317,10.317,10.317,2.733,8.411,0.060,0.267,0.373,0.353,0.459,0.356,0.288,0.400,0.385,0.567,0.252,0.428,0.492,0.428,1.861,0.878,0.408,1.000,0.000,0.000,0.000,,,0.503,0.014,0.324,0.000,0.000,,0.666,0.000,1.516,1.319,0.879,0.837,3.744,0.000,0.329,0.152,0.489,,,0.756,1.475,1.496,,108.029,1.070,10.294,4.728,1.324,1.324,8.189,0.022,0.006,0.000,-0.062,3.239,0.148,2.33%,AAPL,03783310
001690,14593,2012-09-30,2012-12-31,2013-02-28,22.539,0.286,9.426,0.354,0.357,0.357,0.357,2.517,7.307,0.119,0.253,0.360,0.335,0.444,0.340,0.279,0.377,0.355,0.522,0.252,0.395,0.355,0.395,1.846,0.855,0.427,1.000,0.000,0.000,0.000,,,0.553,0.019,0.294,0.000,0.000,,0.665,0.000,1.575,1.508,0.879,0.836,4.505,0.000,0.330,0.150,0.492,,,0.831,1.516,1.546,,81.901,0.960,9.646,4.509,1.433,1.433,8.020,0.022,0.006,0.000,-0.091,2.899,0.005,2.40%,AAPL,03783310
001690,14593,2012-09-30,2012-12-31,2013-03-31,22.629,0.286,9.426,0.355,0.358,0.358,0.358,2.527,7.336,0.119,0.253,0.360,0.335,0.444,0.340,0.279,0.377,0.355,0.522,0.252,0.395,0.355,0.395,1.846,0.855,0.427,1.000,0.000,0.000,0.000,,,0.553,0.019,0.294,0.000,0.000,,0.665,0.000,1.575,1.508,0.879,0.836,4.505,0.000,0.330,0.150,0.492,,,0.831,1.516,1.546,,81.901,0.960,9.646,4.509,1.433,1.433,8.020,0.022,0.006,0.000,-0.091,2.910,0.005,2.39%,AAPL,03783310
001690,14593,2012-09-30,2012-12-31,2013-04-30,22.600,0.286,9.426,0.355,0.359,0.359,0.359,2.524,7.326,0.119,0.253,0.360,0.335,0.444,0.340,0.279,0.377,0.355,0.522,0.252,0.395,0.355,0.395,1.846,0.855,0.427,1.000,0.000,0.000,0.000,,,0.553,0.019,0.294,0.000,0.000,,0.665,0.000,1.575,1.508,0.879,0.836,4.505,0.000,0.330,0.150,0.492,,,0.831,1.516,1.546,,81.901,0.960,9.646,4.509,1.433,1.433,8.020,0.022,0.006,0.000,-0.091,2.906,0.005,2.39%,AAPL,03783310
001690,14593,2012-09-30,2013-03-31,2013-05-31,20.944,0.365,9.105,0.380,0.383,0.383,0.383,2.496,7.640,0.188,0.235,0.339,0.309,0.425,0.315,0.265,0.335,0.309,0.455,0.252,0.345,0.309,0.345,1.580,0.739,0.394,1.000,0.000,0.000,0.000,,,0.573,0.019,0.277,0.000,0.000,,0.650,0.000,1.491,1.435,0.879,0.822,4.203,0.000,0.325,0.139,0.481,,,0.881,1.563,1.593,,84.287,0.927,9.968,4.911,1.373,1.373,7.409,0.023,0.006,0.000,-0.088,2.778,0.007,2.71%,AAPL,03783310
001690,14593,2012-09-30,2013-03-31,2013-06-30,17.872,0.365,9.105,0.335,0.338,0.338,0.338,2.130,6.519,0.188,0.235,0.339,0.309,0.425,0.315,0.265,0.335,0.309,0.455,0.252,0.345,0.309,0.345,1.580,0.739,0.394,1.000,0.000,0.000,0.000,,,0.573,0.019,0.277,0.000,0.000,,0.650,0.000,1.491,1.435,0.879,0.822,4.203,0.000,0.325,0.139,0.481,,,0.881,1.563,1.593,,84.287,0.927,9.968,4.911,1.373,1.373,7.409,0.023,0.006,0.000,-0.088,2.370,0.006,3.08%,AAPL,03783310
