gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
001690,14593,2012-09-30,2013-03-31,2013-07-31,20.397,0.365,9.105,0.382,0.386,0.386,0.386,2.431,7.440,0.188,0.235,0.339,0.309,0.425,0.315,0.265,0.335,0.309,0.455,0.252,0.345,0.309,0.345,1.580,0.739,0.394,1.000,0.000,0.000,0.000,,,0.573,0.019,0.277,0.000,0.000,,0.650,0.000,1.491,1.435,0.879,0.822,4.203,0.000,0.325,0.139,0.481,,,0.881,1.563,1.593,,84.287,0.927,9.968,4.911,1.373,1.373,7.409,0.023,0.006,0.000,-0.088,2.705,0.007,2.70%,AAPL,03783310
001690,14593,2012-09-30,2013-06-30,2013-08-31,20.292,0.387,8.590,0.430,0.434,0.434,0.434,2.613,8.368,0.272,0.223,0.330,0.295,0.418,0.300,0.258,0.306,0.274,0.405,0.252,0.306,0.274,0.306,1.352,0.662,0.369,0.967,0.033,0.033,0.033,0.013,0.013,0.574,0.020,0.256,0.022,0.076,0.000,0.599,0.065,1.421,1.345,0.879,0.817,4.216,0.030,0.342,0.158,0.520,713.226,941.755,0.958,1.630,1.663,,76.033,0.884,10.111,5.087,1.300,1.343,6.496,0.025,0.006,0.000,-0.081,3.175,0.009,2.50%,AAPL,03783310
001690,14593,2012-09-30,2013-06-30,2013-09-30,19.653,0.387,8.590,0.421,0.425,0.425,0.425,2.531,8.105,0.272,0.223,0.330,0.295,0.418,0.300,0.258,0.306,0.274,0.405,0.252,0.306,0.274,0.306,1.352,0.662,0.369,0.967,0.033,0.033,0.033,0.013,0.013,0.574,0.020,0.256,0.022,0.076,0.000,0.599,0.065,1.421,1.345,0.879,0.817,4.216,0.030,0.342,0.158,0.520,713.226,941.755,0.958,1.630,1.663,,76.033,0.884,10.111,5.087,1.300,1.343,6.496,0.025,0.006,0.000,-0.081,3.075,0.008,2.56%,AAPL,03783310
001690,14593,2012-09-30,2013-06-30,2013-10-31,21.560,0.387,8.590,0.462,0.465,0.465,0.465,2.776,8.891,0.272,0.223,0.330,0.295,0.418,0.300,0.258,0.306,0.274,0.405,0.252,0.306,0.274,0.306,1.352,0.662,0.369,0.967,0.033,0.033,0.033,0.013,0.013,0.574,0.020,0.256,0.022,0.076,0.000,0.599,0.065,1.421,1.345,0.879,0.817,4.216,0.030,0.342,0.158,0.520,713.226,941.755,0.958,1.630,1.663,,76.033,0.884,10.111,5.087,1.300,1.343,6.496,0.025,0.006,0.000,-0.081,3.373,0.009,2.33%,AAPL,03783310
001690,14593,2013-09-30,2013-09-30,2013-11-30,19.707,0.327,7.993,13.891,13.989,13.989,13.989,2.927,9.323,0.288,0.217,0.326,0.287,0.416,0.293,0.256,0.291,0.272,0.379,0.262,0.306,0.281,0.306,1.213,0.601,0.343,0.879,0.121,0.121,0.121,0.016,0.016,0.486,0.024,0.282,0.082,0.304,0.000,0.523,0.203,1.277,1.229,0.643,0.848,5.028,0.121,0.403,0.241,0.675,273.331,360.287,0.929,1.638,1.679,,78.160,0.892,8.690,4.631,1.216,1.383,5.769,0.026,0.006,0.000,-0.087,3.573,0.317,2.19%,AAPL,03783310
001690,14593,2013-09-30,2013-09-30,2013-12-31,19.721,0.327,7.993,14.015,14.114,14.114,14.114,2.929,9.330,0.288,0.217,0.326,0.287,0.416,0.293,0.256,0.291,0.272,0.379,0.262,0.306,0.281,0.306,1.213,0.601,0.343,0.879,0.121,0.121,0.121,0.016,0.016,0.486,0.024,0.282,0.082,0.304,0.000,0.523,0.203,1.277,1.229,0.643,0.848,5.028,0.121,0.403,0.241,0.675,273.331,360.287,0.929,1.638,1.679,,78.160,0.892,8.690,4.631,1.216,1.383,5.769,0.026,0.006,0.000,-0.087,3.575,0.320,2.17%,AAPL,03783310
001690,14593,2013-09-30,2013-09-30,2014-01-31,17.588,0.327,7.993,12.506,12.594,12.594,12.594,2.613,8.321,0.288,0.217,0.326,0.287,0.416,0.293,0.256,0.291,0.272,0.379,0.262,0.306,0.281,0.306,1.213,0.601,0.343,0.879,0.121,0.121,0.121,0.016,0.016,0.486,0.024,0.282,0.082,0.304,0.000,0.523,0.203,1.277,1.229,0.643,0.848,5.028,0.121,0.403,0.241,0.675,273.331,360.287,0.929,1.638,1.679,,78.160,0.892,8.690,4.631,1.216,1.383,5.769,0.026,0.006,0.000,-0.087,3.189,0.286,2.44%,AAPL,03783310
001690,14593,2013-09-30,2013-12-31,2014-02-28,18.776,0.296,7.764,0.463,0.466,0.466,0.466,2.698,8.872,0.293,0.213,0.325,0.283,0.416,0.288,0.255,0.284,0.258,0.362,0.262,0.291,0.245,0.291,1.106,0.578,0.350,0.910,0.090,0.090,0.090,0.017,0.017,0.518,0.024,0.255,0.062,0.225,0.000,0.538,0.162,1.337,1.250,0.643,0.852,4.961,0.088,0.381,0.206,0.615,169.323,223.873,0.963,1.645,1.685,,59.513,0.842,9.583,4.965,1.236,1.359,6.003,0.028,0.006,0.000,-0.078,3.172,0.012,2.32%,AAPL,03783310
001690,14593,2013-09-30,2013-12-31,2014-03-31,18.501,0.296,7.764,0.472,0.475,0.475,0.475,2.658,8.742,0.293,0.213,0.325,0.283,0.416,0.288,0.255,0.284,0.258,0.362,0.262,0.291,0.245,0.291,1.106,0.578,0.350,0.910,0.090,0.090,0.090,0.017,0.017,0.518,0.024,0.255,0.062,0.225,0.000,0.538,0.162,1.337,1.250,0.643,0.852,4.961,0.088,0.381,0.206,0.615,169.323,223.873,0.963,1.645,1.685,,59.513,0.842,9.583,4.965,1.236,1.359,6.003,0.028,0.006,0.000,-0.078,3.125,0.013,2.27%,AAPL,03783310
001690,14593,2013-09-30,2013-12-31,2014-04-30,20.332,0.296,7.764,0.519,0.523,0.523,0.523,2.921,9.607,0.293,0.213,0.325,0.283,0.416,0.288,0.255,0.284,0.258,0.362,0.262,0.291,0.245,0.291,1.106,0.578,0.350,0.910,0.090,0.090,0.090,0.017,0.017,0.518,0.024,0.255,0.062,0.225,0.000,0.538,0.162,1.337,1.250,0.643,0.852,4.961,0.088,0.381,0.206,0.615,169.323,223.873,0.963,1.645,1.685,,59.513,0.842,9.583,4.965,1.236,1.359,6.003,0.028,0.006,0.000,-0.078,3.435,0.014,2.07%,AAPL,03783310
001690,14593,2013-09-30,2014-03-31,2014-05-31,20.513,0.302,7.873,0.537,0.540,0.540,0.540,3.097,10.108,0.292,0.214,0.328,0.286,0.421,0.290,0.257,0.280,0.260,0.357,0.262,0.295,0.241,0.295,1.121,0.577,0.354,0.880,0.120,0.120,0.120,0.018,0.018,0.484,0.025,0.257,0.081,0.293,0.000,0.519,0.199,1.306,1.219,0.643,0.866,5.372,0.120,0.407,0.237,0.687,124.630,164.875,0.934,1.610,1.652,,54.959,0.840,9.375,4.743,1.247,1.417,6.100,0.029,0.006,0.000,-0.079,3.904,0.017,2.08%,AAPL,03783310
001690,14593,2013-09-30,2014-03-31,2014-06-30,20.939,0.302,7.873,0.551,0.555,0.555,0.555,3.162,10.318,0.292,0.214,0.328,0.286,0.421,0.290,0.257,0.280,0.260,0.357,0.262,0.295,0.241,0.295,1.121,0.577,0.354,0.880,0.120,0.120,0.120,0.018,0.018,0.484,0.025,0.257,0.081,0.293,0.000,0.519,0.199,1.306,1.219,0.643,0.866,5.372,0.120,0.407,0.237,0.687,124.630,164.875,0.934,1.610,1.652,,54.959,0.840,9.375,4.743,1.247,1.417,6.100,0.029,0.006,0.000,-0.079,3.985,0.017,2.02%,AAPL,03783310
001690,14593,2013-09-30,2014-03-31,2014-07-31,21.536,0.302,7.873,0.567,0.571,0.571,0.571,3.252,10.612,0.292,0.214,0.328,0.286,0.421,0.290,0.257,0.280,0.260,0.357,0.262,0.295,0.241,0.295,1.121,0.577,0.354,0.880,0.120,0.120,0.120,0.018,0.018,0.484,0.025,0.257,0.081,0.293,0.000,0.519,0.199,1.306,1.219,0.643,0.866,5.372,0.120,0.407,0.237,0.687,124.630,164.875,0.934,1.610,1.652,,54.959,0.840,9.375,4.743,1.247,1.417,6.100,0.029,0.006,0.000,-0.079,4.099,0.018,1.97%,AAPL,03783310
001690,14593,2013-09-30,2014-06-30,2014-08-31,21.790,0.254,8.585,4.102,4.126,4.126,4.126,3.445,10.888,0.287,0.216,0.332,0.288,0.428,0.293,0.260,0.282,0.272,0.364,0.262,0.310,0.245,0.310,1.148,0.577,0.354,0.861,0.139,0.143,0.139,0.018,0.017,0.438,0.025,0.269,0.095,0.346,0.025,0.510,0.218,1.266,1.207,0.643,0.863,5.654,0.140,0.426,0.260,0.741,110.531,145.932,0.859,1.524,1.563,,55.813,0.828,9.077,4.459,1.241,1.441,6.768,0.031,0.006,0.000,-0.084,4.350,,1.83%,AAPL,03783310
001690,14593,2013-09-30,2014-06-30,2014-09-30,20.983,0.254,8.585,4.032,4.056,4.056,4.056,3.318,10.484,0.287,0.216,0.332,0.288,0.428,0.293,0.260,0.282,0.272,0.364,0.262,0.310,0.245,0.310,1.148,0.577,0.354,0.861,0.139,0.143,0.139,0.018,0.017,0.438,0.025,0.269,0.095,0.346,0.025,0.510,0.218,1.266,1.207,0.643,0.863,5.654,0.140,0.426,0.260,0.741,110.531,145.932,0.859,1.524,1.563,,55.813,0.828,9.077,4.459,1.241,1.441,6.768,0.031,0.006,0.000,-0.084,4.189,,1.87%,AAPL,03783310
001690,14593,2013-09-30,2014-06-30,2014-10-31,22.488,0.254,8.585,4.322,4.348,4.348,4.348,3.556,11.236,0.287,0.216,0.332,0.288,0.428,0.293,0.260,0.282,0.272,0.364,0.262,0.310,0.245,0.310,1.148,0.577,0.354,0.861,0.139,0.143,0.139,0.018,0.017,0.438,0.025,0.269,0.095,0.346,0.025,0.510,0.218,1.266,1.207,0.643,0.863,5.654,0.140,0.426,0.260,0.741,110.531,145.932,0.859,1.524,1.563,,55.813,0.828,9.077,4.459,1.241,1.441,6.768,0.031,0.006,0.000,-0.084,4.489,,1.74%,AAPL,03783310
001690,14593,2014-09-30,2014-09-30,2014-11-30,22.043,0.223,10.361,18.325,18.439,18.439,18.439,3.816,11.681,0.284,0.216,0.331,0.287,0.429,0.293,0.260,0.275,0.291,0.365,0.261,0.336,0.254,0.336,1.460,0.587,0.339,0.794,0.206,0.251,0.206,0.017,0.015,0.208,0.031,0.397,0.152,0.584,0.179,0.527,0.241,0.953,0.941,0.496,0.840,5.833,0.220,0.519,0.370,1.078,103.891,136.727,0.395,1.047,1.080,,53.838,0.833,7.639,3.982,1.301,1.639,35.962,0.033,0.007,0.000,-0.092,5.292,0.876,1.58%,AAPL,03783310
001690,14593,2014-09-30,2014-09-30,2014-12-31,20.324,0.223,10.361,17.008,17.113,17.113,17.113,3.518,10.770,0.284,0.216,0.331,0.287,0.429,0.293,0.260,0.275,0.291,0.365,0.261,0.336,0.254,0.336,1.460,0.587,0.339,0.794,0.206,0.251,0.206,0.017,0.015,0.208,0.031,0.397,0.152,0.584,0.179,0.527,0.241,0.953,0.941,0.496,0.840,5.833,0.220,0.519,0.370,1.078,103.891,136.727,0.395,1.047,1.080,,53.838,0.833,7.639,3.982,1.301,1.639,35.962,0.033,0.007,0.000,-0.092,4.879,0.813,1.70%,AAPL,03783310
001690,14593,2014-09-30,2014-09-30,2015-01-31,21.566,0.223,10.361,18.052,18.164,18.164,18.164,3.733,11.428,0.284,0.216,0.331,0.287,0.429,0.293,0.260,0.275,0.291,0.365,0.261,0.336,0.254,0.336,1.460,0.587,0.339,0.794,0.206,0.251,0.206,0.017,0.015,0.208,0.031,0.397,0.152,0.584,0.179,0.527,0.241,0.953,0.941,0.496,0.840,5.833,0.220,0.519,0.370,1.078,103.891,136.727,0.395,1.047,1.080,,53.838,0.833,7.639,3.982,1.301,1.639,35.962,0.033,0.007,0.000,-0.092,5.178,0.863,1.60%,AAPL,03783310
001690,14593,2014-09-30,2014-12-31,2015-02-28,23.765,0.228,8.768,4.299,4.328,4.328,4.328,3.745,10.574,0.251,0.223,0.339,0.297,0.434,0.301,0.264,0.306,0.317,0.407,0.261,0.369,0.275,0.369,1.586,0.666,0.377,0.816,0.184,0.205,0.184,0.016,0.014,0.306,0.027,0.309,0.130,0.442,0.102,0.508,0.241,1.195,1.250,0.496,0.847,6.053,0.192,0.484,0.323,0.938,104.160,137.555,0.604,1.248,1.282,,57.818,0.867,8.894,4.205,1.370,1.679,12.497,0.033,0.007,0.000,-0.115,5.101,,1.46%,AAPL,03783310
001690,14593,2014-09-30,2014-12-31,2015-03-31,23.019,0.228,8.768,4.164,4.192,4.192,4.192,3.627,10.242,0.251,0.223,0.339,0.297,0.434,0.301,0.264,0.306,0.317,0.407,0.261,0.369,0.275,0.369,1.586,0.666,0.377,0.816,0.184,0.205,0.184,0.016,0.014,0.306,0.027,0.309,0.130,0.442,0.102,0.508,0.241,1.195,1.250,0.496,0.847,6.053,0.192,0.484,0.323,0.938,104.160,137.555,0.604,1.248,1.282,,57.818,0.867,8.894,4.205,1.370,1.679,12.497,0.033,0.007,0.000,-0.115,4.941,,1.51%,AAPL,03783310
001690,14593,2014-09-30,2014-12-31,2015-04-30,22.904,0.228,8.768,4.188,4.217,4.217,4.217,3.609,10.191,0.251,0.223,0.339,0.297,0.434,0.301,0.264,0.306,0.317,0.407,0.261,0.369,0.275,0.369,1.586,0.666,0.377,0.816,0.184,0.205,0.184,0.016,0.014,0.306,0.027,0.309,0.130,0.442,0.102,0.508,0.241,1.195,1.250,0.496,0.847,6.053,0.192,0.484,0.323,0.938,104.160,137.555,0.604,1.248,1.282,,57.818,0.867,8.894,4.205,1.370,1.679,12.497,0.033,0.007,0.000,-0.115,4.916,,1.50%,AAPL,03783310
001690,14593,2014-09-30,2015-03-31,2015-05-31,22.520,0.213,9.098,3.996,4.026,4.026,4.026,3.538,9.838,0.235,0.225,0.344,0.302,0.439,0.306,0.268,0.316,0.342,0.430,0.261,0.402,0.290,0.402,1.859,0.703,0.381,0.788,0.212,0.238,0.212,0.016,0.014,0.261,0.029,0.320,0.150,0.502,0.109,0.491,0.265,1.206,1.261,0.496,0.845,6.255,0.228,0.504,0.348,1.016,94.925,125.680,0.531,1.155,1.189,,56.801,0.868,9.205,4.276,1.379,1.750,18.537,0.033,0.007,0.000,-0.120,4.912,,1.60%,AAPL,03783310
001690,14593,2014-09-30,2015-03-31,2015-06-30,21.467,0.213,9.098,3.847,3.876,3.876,3.876,3.373,9.378,0.235,0.225,0.344,0.302,0.439,0.306,0.268,0.316,0.342,0.430,0.261,0.402,0.290,0.402,1.859,0.703,0.381,0.788,0.212,0.238,0.212,0.016,0.014,0.261,0.029,0.320,0.150,0.502,0.109,0.491,0.265,1.206,1.261,0.496,0.845,6.255,0.228,0.504,0.348,1.016,94.925,125.680,0.531,1.155,1.189,,56.801,0.868,9.205,4.276,1.379,1.750,18.537,0.033,0.007,0.000,-0.120,4.682,,1.66%,AAPL,03783310
001690,14593,2014-09-30,2015-03-31,2015-07-31,20.751,0.213,9.098,3.721,3.748,3.748,3.748,3.260,9.065,0.235,0.225,0.344,0.302,0.439,0.306,0.268,0.316,0.342,0.430,0.261,0.402,0.290,0.402,1.859,0.703,0.381,0.788,0.212,0.238,0.212,0.016,0.014,0.261,0.029,0.320,0.150,0.502,0.109,0.491,0.265,1.206,1.261,0.496,0.845,6.255,0.228,0.504,0.348,1.016,94.925,125.680,0.531,1.155,1.189,,56.801,0.868,9.205,4.276,1.379,1.750,18.537,0.033,0.007,0.000,-0.120,4.526,,1.71%,AAPL,03783310
001690,14593,2014-09-30,2015-06-30,2015-08-31,18.237,0.210,9.106,3.229,3.251,3.251,3.251,2.866,7.935,0.225,0.226,0.347,0.302,0.442,0.307,0.271,0.319,0.355,0.429,0.261,0.419,0.292,0.419,2.177,0.740,0.386,0.767,0.233,0.266,0.233,0.016,0.014,0.233,0.030,0.328,0.165,0.546,0.124,0.485,0.277,1.193,1.242,0.496,0.859,6.542,0.256,0.524,0.370,1.100,84.175,111.102,0.480,1.080,1.114,,56.677,0.873,9.419,4.263,1.405,1.833,30.209,0.034,0.007,0.000,-0.121,4.281,,1.84%,AAPL,03783310
001690,14593,2014-09-30,2015-06-30,2015-09-30,17.839,0.210,9.106,3.159,3.181,3.181,3.181,2.804,7.762,0.225,0.226,0.347,0.302,0.442,0.307,0.271,0.319,0.355,0.429,0.261,0.419,0.292,0.419,2.177,0.740,0.386,0.767,0.233,0.266,0.233,0.016,0.014,0.233,0.030,0.328,0.165,0.546,0.124,0.485,0.277,1.193,1.242,0.496,0.859,6.542,0.256,0.524,0.370,1.100,84.175,111.102,0.480,1.080,1.114,,56.677,0.873,9.419,4.263,1.405,1.833,30.209,0.034,0.007,0.000,-0.121,4.187,,1.89%,AAPL,03783310
001690,14593,2014-09-30,2015-06-30,2015-10-31,18.895,0.210,9.106,3.422,3.446,3.446,3.446,2.970,8.221,0.225,0.226,0.347,0.302,0.442,0.307,0.271,0.319,0.355,0.429,0.261,0.419,0.292,0.419,2.177,0.740,0.386,0.767,0.233,0.266,0.233,0.016,0.014,0.233,0.030,0.328,0.165,0.546,0.124,0.485,0.277,1.193,1.242,0.496,0.859,6.542,0.256,0.524,0.370,1.100,84.175,111.102,0.480,1.080,1.114,,56.677,0.873,9.419,4.263,1.405,1.833,30.209,0.034,0.007,0.000,-0.121,4.435,,1.74%,AAPL,03783310
001690,14593,2015-09-30,2015-09-30,2015-11-30,16.690,0.233,8.318,12.748,12.831,12.831,12.831,2.822,8.116,0.218,0.228,0.350,0.305,0.446,0.310,0.277,0.313,0.388,0.431,0.264,0.462,0.337,0.462,2.502,0.709,0.358,0.691,0.309,0.373,0.309,0.018,0.015,0.243,0.026,0.339,0.222,0.789,0.171,0.471,0.312,1.014,1.008,0.475,0.862,7.615,0.373,0.589,0.456,1.434,73.843,97.176,0.516,1.080,1.109,,58.112,0.895,8.120,3.953,1.352,1.958,26.655,0.035,0.008,0.000,-0.107,4.599,0.827,1.76%,AAPL,03783310
001690,14593,2015-09-30,2015-09-30,2015-12-31,14.768,0.233,8.318,11.343,11.416,11.416,11.416,2.497,7.182,0.218,0.228,0.350,0.305,0.446,0.310,0.277,0.313,0.388,0.431,0.264,0.462,0.337,0.462,2.502,0.709,0.358,0.691,0.309,0.373,0.309,0.018,0.015,0.243,0.026,0.339,0.222,0.789,0.171,0.471,0.312,1.014,1.008,0.475,0.862,7.615,0.373,0.589,0.456,1.434,73.843,97.176,0.516,1.080,1.109,,58.112,0.895,8.120,3.953,1.352,1.958,26.655,0.035,0.008,0.000,-0.107,4.069,0.736,1.98%,AAPL,03783310
001690,14593,2015-09-30,2015-09-30,2016-01-31,13.657,0.233,8.318,10.489,10.557,10.557,10.557,2.309,6.641,0.218,0.228,0.350,0.305,0.446,0.310,0.277,0.313,0.388,0.431,0.264,0.462,0.337,0.462,2.502,0.709,0.358,0.691,0.309,0.373,0.309,0.018,0.015,0.243,0.026,0.339,0.222,0.789,0.171,0.471,0.312,1.014,1.008,0.475,0.862,7.615,0.373,0.589,0.456,1.434,73.843,97.176,0.516,1.080,1.109,,58.112,0.895,8.120,3.953,1.352,1.958,26.655,0.035,0.008,0.000,-0.107,3.763,0.680,2.14%,AAPL,03783310
001690,14593,2015-09-30,2015-12-31,2016-02-29,13.717,0.257,8.685,2.569,2.583,2.566,2.566,2.287,7.147,0.218,0.229,0.351,0.301,0.450,0.310,0.279,0.303,0.362,0.405,0.264,0.432,0.285,0.432,2.403,0.714,0.377,0.721,0.279,0.324,0.279,0.018,0.016,0.239,0.030,0.306,0.202,0.686,0.140,0.456,0.315,1.172,1.069,0.475,0.845,7.155,0.326,0.551,0.407,1.226,62.197,80.418,0.525,1.052,1.085,,55.875,0.839,10.080,4.364,1.346,1.867,39.526,0.037,0.008,0.000,-0.077,3.577,,2.15%,AAPL,03783310
001690,14593,2015-09-30,2015-12-31,2016-03-31,15.277,0.257,8.685,2.896,2.911,2.893,2.893,2.547,7.961,0.218,0.229,0.351,0.301,0.450,0.310,0.279,0.303,0.362,0.405,0.264,0.432,0.285,0.432,2.403,0.714,0.377,0.721,0.279,0.324,0.279,0.018,0.016,0.239,0.030,0.306,0.202,0.686,0.140,0.456,0.315,1.172,1.069,0.475,0.845,7.155,0.326,0.551,0.407,1.226,62.197,80.418,0.525,1.052,1.085,,55.875,0.839,10.080,4.364,1.346,1.867,39.526,0.037,0.008,0.000,-0.077,3.984,,1.91%,AAPL,03783310
001690,14593,2015-09-30,2015-12-31,2016-04-30,13.137,0.257,8.685,2.490,2.504,2.488,2.488,2.190,6.845,0.218,0.229,0.351,0.301,0.450,0.310,0.279,0.303,0.362,0.405,0.264,0.432,0.285,0.432,2.403,0.714,0.377,0.721,0.279,0.324,0.279,0.018,0.016,0.239,0.030,0.306,0.202,0.686,0.140,0.456,0.315,1.172,1.069,0.475,0.845,7.155,0.326,0.551,0.407,1.226,62.197,80.418,0.525,1.052,1.085,,55.875,0.839,10.080,4.364,1.346,1.867,39.526,0.037,0.008,0.000,-0.077,3.426,,2.22%,AAPL,03783310
001690,14593,2015-09-30,2016-03-31,2016-05-31,13.459,0.257,8.895,2.780,2.796,2.774,2.774,2.410,8.100,0.235,0.223,0.343,0.292,0.448,0.301,0.275,0.279,0.340,0.364,0.264,0.404,0.262,0.404,2.416,0.679,0.350,0.693,0.307,0.360,0.307,0.019,0.016,0.258,0.028,0.292,0.225,0.839,0.146,0.441,0.339,1.074,0.931,0.475,0.828,7.388,0.374,0.567,0.431,1.307,49.917,64.012,0.585,1.085,1.117,,54.950,0.781,9.588,4.161,1.249,1.802,26.791,0.040,0.008,0.000,-0.059,3.565,,2.28%,AAPL,03783310
001690,14593,2015-09-30,2016-03-31,2016-06-30,12.687,0.257,8.895,2.661,2.676,2.656,2.656,2.271,7.635,0.235,0.223,0.343,0.292,0.448,0.301,0.275,0.279,0.340,0.364,0.264,0.404,0.262,0.404,2.416,0.679,0.350,0.693,0.307,0.360,0.307,0.019,0.016,0.258,0.028,0.292,0.225,0.839,0.146,0.441,0.339,1.074,0.931,0.475,0.828,7.388,0.374,0.567,0.431,1.307,49.917,64.012,0.585,1.085,1.117,,54.950,0.781,9.588,4.161,1.249,1.802,26.791,0.040,0.008,0.000,-0.059,3.361,,2.38%,AAPL,03783310
001690,14593,2015-09-30,2016-03-31,2016-07-31,13.817,0.257,8.895,2.901,2.917,2.895,2.895,2.474,8.316,0.235,0.223,0.343,0.292,0.448,0.301,0.275,0.279,0.340,0.364,0.264,0.404,0.262,0.404,2.416,0.679,0.350,0.693,0.307,0.360,0.307,0.019,0.016,0.258,0.028,0.292,0.225,0.839,0.146,0.441,0.339,1.074,0.931,0.475,0.828,7.388,0.374,0.567,0.431,1.307,49.917,64.012,0.585,1.085,1.117,,54.950,0.781,9.588,4.161,1.249,1.802,26.791,0.040,0.008,0.000,-0.059,3.660,,2.19%,AAPL,03783310
001690,14593,2015-09-30,2016-06-30,2016-08-31,13.661,0.293,8.867,3.095,3.113,3.091,3.091,2.602,9.050,0.252,0.218,0.334,0.284,0.444,0.292,0.268,0.253,0.320,0.326,0.264,0.380,0.239,0.380,2.027,0.603,0.327,0.673,0.327,0.390,0.327,0.020,0.017,0.285,0.026,0.270,0.245,0.995,0.162,0.430,0.355,0.991,0.852,0.475,0.804,7.386,0.410,0.578,0.450,1.367,39.422,50.111,0.664,1.140,1.170,,54.854,0.736,9.368,4.059,1.173,1.742,17.406,0.044,0.008,0.000,-0.052,3.784,,2.15%,AAPL,03783310
001690,14593,2015-09-30,2016-06-30,2016-09-30,14.556,0.293,8.867,3.298,3.317,3.294,3.294,2.772,9.643,0.252,0.218,0.334,0.284,0.444,0.292,0.268,0.253,0.320,0.326,0.264,0.380,0.239,0.380,2.027,0.603,0.327,0.673,0.327,0.390,0.327,0.020,0.017,0.285,0.026,0.270,0.245,0.995,0.162,0.430,0.355,0.991,0.852,0.475,0.804,7.386,0.410,0.578,0.450,1.367,39.422,50.111,0.664,1.140,1.170,,54.854,0.736,9.368,4.059,1.173,1.742,17.406,0.044,0.008,0.000,-0.052,4.031,,2.02%,AAPL,03783310
001690,14593,2015-09-30,2016-06-30,2016-10-31,14.467,0.293,8.867,3.312,3.332,3.308,3.308,2.755,9.584,0.252,0.218,0.334,0.284,0.444,0.292,0.268,0.253,0.320,0.326,0.264,0.380,0.239,0.380,2.027,0.603,0.327,0.673,0.327,0.390,0.327,0.020,0.017,0.285,0.026,0.270,0.245,0.995,0.162,0.430,0.355,0.991,0.852,0.475,0.804,7.386,0.410,0.578,0.450,1.367,39.422,50.111,0.664,1.140,1.170,,54.854,0.736,9.368,4.059,1.173,1.742,17.406,0.044,0.008,0.000,-0.052,4.007,,2.01%,AAPL,03783310
001690,14593,2016-09-30,2016-09-30,2016-11-30,13.556,0.256,9.964,13.332,13.413,13.300,13.300,2.740,8.953,0.267,0.212,0.322,0.277,0.435,0.285,0.261,0.226,0.307,0.298,0.256,0.369,0.239,0.369,1.381,0.484,0.291,0.630,0.370,0.427,0.370,0.023,0.019,0.347,0.020,0.274,0.271,1.256,0.133,0.408,0.390,0.877,0.833,0.340,0.807,7.162,0.489,0.601,0.492,1.508,32.378,40.849,0.850,1.326,1.353,,54.263,0.703,7.213,3.335,1.056,1.677,7.720,0.047,0.000,0.000,-0.066,3.820,0.855,2.06%,AAPL,03783310
001690,14593,2016-09-30,2016-09-30,2016-12-31,14.008,0.256,9.964,13.971,14.056,13.937,13.937,2.831,9.251,0.267,0.212,0.322,0.277,0.435,0.285,0.261,0.226,0.307,0.298,0.256,0.369,0.239,0.369,1.381,0.484,0.291,0.630,0.370,0.427,0.370,0.023,0.019,0.347,0.020,0.274,0.271,1.256,0.133,0.408,0.390,0.877,0.833,0.340,0.807,7.162,0.489,0.601,0.492,1.508,32.378,40.849,0.850,1.326,1.353,,54.263,0.703,7.213,3.335,1.056,1.677,7.720,0.047,0.000,0.000,-0.066,3.947,0.896,1.97%,AAPL,03783310
