gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
001690,14593,2019-09-30,2020-03-31,2020-06-30,29.774,0.071,15.300,7.081,7.142,7.142,7.142,5.832,20.734,0.245,0.214,0.288,0.245,0.425,0.250,0.257,0.230,0.589,0.317,0.159,0.599,0.320,0.599,0.747,0.353,0.345,0.487,0.513,0.620,0.513,0.034,0.028,0.411,0.025,0.236,0.342,1.462,0.172,0.407,0.387,0.785,0.766,0.280,0.884,5.921,1.036,0.731,0.630,2.724,18.780,20.383,1.011,1.498,1.536,,41.402,0.811,7.501,3.992,1.470,3.020,5.078,0.065,0.000,0.000,-0.055,19.927,0.494,.899%,AAPL,03783310
001690,14593,2019-09-30,2020-03-31,2020-07-31,34.623,0.071,15.300,8.250,8.321,8.321,8.321,6.782,24.111,0.245,0.214,0.288,0.245,0.425,0.250,0.257,0.230,0.589,0.317,0.159,0.599,0.320,0.599,0.747,0.353,0.345,0.487,0.513,0.620,0.513,0.034,0.028,0.411,0.025,0.236,0.342,1.462,0.172,0.407,0.387,0.785,0.766,0.280,0.884,5.921,1.036,0.731,0.630,2.724,18.780,20.383,1.011,1.498,1.536,,41.402,0.811,7.501,3.992,1.470,3.020,5.078,0.065,0.000,0.000,-0.055,23.173,0.576,.772%,AAPL,03783310
001690,14593,2019-09-30,2020-06-30,2020-08-31,41.740,0.046,17.195,9.702,9.783,9.783,9.783,8.059,27.584,0.240,0.213,0.287,0.245,0.424,0.249,0.255,0.238,0.647,0.333,0.159,0.658,0.334,0.658,0.717,0.350,0.353,0.458,0.542,0.645,0.542,0.031,0.026,0.402,0.025,0.243,0.354,1.480,0.160,0.405,0.397,0.788,0.802,0.280,0.896,5.818,1.162,0.749,0.654,2.982,20.162,22.020,0.992,1.489,1.527,,40.669,0.832,7.377,3.982,1.517,3.312,5.202,0.065,0.000,0.000,-0.066,30.532,0.667,.635%,AAPL,03783310
001690,14593,2019-09-30,2020-06-30,2020-09-30,37.185,0.046,17.195,8.708,8.780,8.780,8.780,7.179,24.574,0.240,0.213,0.287,0.245,0.424,0.249,0.255,0.238,0.647,0.333,0.159,0.658,0.334,0.658,0.717,0.350,0.353,0.458,0.542,0.645,0.542,0.031,0.026,0.402,0.025,0.243,0.354,1.480,0.160,0.405,0.397,0.788,0.802,0.280,0.896,5.818,1.162,0.749,0.654,2.982,20.162,22.020,0.992,1.489,1.527,,40.669,0.832,7.377,3.982,1.517,3.312,5.202,0.065,0.000,0.000,-0.066,27.200,0.598,.708%,AAPL,03783310
001690,14593,2019-09-30,2020-06-30,2020-10-31,35.005,0.046,17.195,8.185,8.253,8.253,8.253,6.758,23.133,0.240,0.213,0.287,0.245,0.424,0.249,0.255,0.238,0.647,0.333,0.159,0.658,0.334,0.658,0.717,0.350,0.353,0.458,0.542,0.645,0.542,0.031,0.026,0.402,0.025,0.243,0.354,1.480,0.160,0.405,0.397,0.788,0.802,0.280,0.896,5.818,1.162,0.749,0.654,2.982,20.162,22.020,0.992,1.489,1.527,,40.669,0.832,7.377,3.982,1.517,3.312,5.202,0.065,0.000,0.000,-0.066,25.605,0.562,.753%,AAPL,03783310
001690,14593,2020-09-30,2020-09-30,2020-11-30,38.013,0.035,27.483,35.967,36.296,36.296,36.296,7.373,25.089,0.245,0.209,0.277,0.241,0.418,0.244,0.249,0.229,0.697,0.343,0.144,0.737,0.320,0.737,0.744,0.341,0.354,0.379,0.621,0.709,0.621,0.029,0.025,0.352,0.028,0.261,0.378,1.609,0.125,0.408,0.414,0.721,0.765,0.312,0.909,5.703,1.571,0.798,0.716,3.957,20.983,23.073,0.863,1.325,1.364,,39.148,0.829,6.595,3.610,1.592,4.201,7.164,0.068,0.000,0.000,-0.070,29.705,2.757,.689%,AAPL,03783310
001690,14593,2020-09-30,2020-09-30,2020-12-31,41.923,0.035,27.483,40.088,40.454,40.454,40.454,8.132,27.670,0.245,0.209,0.277,0.241,0.418,0.244,0.249,0.229,0.697,0.343,0.144,0.737,0.320,0.737,0.744,0.341,0.354,0.379,0.621,0.709,0.621,0.029,0.025,0.352,0.028,0.261,0.378,1.609,0.125,0.408,0.414,0.721,0.765,0.312,0.909,5.703,1.571,0.798,0.716,3.957,20.983,23.073,0.863,1.325,1.364,,39.148,0.829,6.595,3.610,1.592,4.201,7.164,0.068,0.000,0.000,-0.070,32.761,3.073,.618%,AAPL,03783310
001690,14593,2020-09-30,2020-09-30,2021-01-31,41.605,0.035,27.483,39.867,40.232,40.232,40.232,8.070,27.461,0.245,0.209,0.277,0.241,0.418,0.244,0.249,0.229,0.697,0.343,0.144,0.737,0.320,0.737,0.744,0.341,0.354,0.379,0.621,0.709,0.621,0.029,0.025,0.352,0.028,0.261,0.378,1.609,0.125,0.408,0.414,0.721,0.765,0.312,0.909,5.703,1.571,0.798,0.716,3.957,20.983,23.073,0.863,1.325,1.364,,39.148,0.829,6.595,3.610,1.592,4.201,7.164,0.068,0.000,0.000,-0.070,32.512,3.056,.621%,AAPL,03783310
001690,14593,2020-09-30,2020-12-31,2021-02-28,37.992,0.030,21.536,32.444,32.840,32.840,32.840,6.921,22.894,0.221,0.217,0.290,0.252,0.425,0.254,0.254,0.262,0.829,0.378,0.144,0.837,0.373,0.837,0.804,0.387,0.380,0.410,0.590,0.691,0.590,0.027,0.023,0.344,0.028,0.273,0.361,1.395,0.147,0.415,0.392,0.793,0.828,0.312,0.902,6.040,1.423,0.785,0.697,3.661,24.452,27.239,0.829,1.317,1.355,,41.395,0.894,7.408,3.911,1.710,4.168,7.724,0.066,0.000,0.000,-0.075,30.740,,.676%,AAPL,03783310
001690,14593,2020-09-30,2020-12-31,2021-03-31,38.039,0.030,21.536,32.682,33.081,33.081,33.081,6.930,22.922,0.221,0.217,0.290,0.252,0.425,0.254,0.254,0.262,0.829,0.378,0.144,0.837,0.373,0.837,0.804,0.387,0.380,0.410,0.590,0.691,0.590,0.027,0.023,0.344,0.028,0.273,0.361,1.395,0.147,0.415,0.392,0.793,0.828,0.312,0.902,6.040,1.423,0.785,0.697,3.661,24.452,27.239,0.829,1.317,1.355,,41.395,0.894,7.408,3.911,1.710,4.168,7.724,0.066,0.000,0.000,-0.075,30.778,,.671%,AAPL,03783310
001690,14593,2020-09-30,2020-12-31,2021-04-30,40.941,0.030,21.536,35.173,35.602,35.602,35.602,7.458,24.671,0.221,0.217,0.290,0.252,0.425,0.254,0.254,0.262,0.829,0.378,0.144,0.837,0.373,0.837,0.804,0.387,0.380,0.410,0.590,0.691,0.590,0.027,0.023,0.344,0.028,0.273,0.361,1.395,0.147,0.415,0.392,0.793,0.828,0.312,0.902,6.040,1.423,0.785,0.697,3.661,24.452,27.239,0.829,1.317,1.355,,41.395,0.894,7.408,3.911,1.710,4.168,7.724,0.066,0.000,0.000,-0.075,33.126,,.624%,AAPL,03783310
001690,14593,2020-09-30,2021-03-31,2021-05-31,37.901,0.034,20.731,27.676,27.971,27.971,27.971,6.390,20.880,0.186,0.235,0.307,0.273,0.432,0.275,0.268,0.303,1.071,0.469,0.144,1.081,0.457,1.081,1.099,0.472,0.422,0.396,0.604,0.693,0.604,0.025,0.022,0.312,0.033,0.288,0.359,1.198,0.128,0.415,0.394,0.908,0.906,0.312,0.908,6.423,1.512,0.795,0.707,3.880,29.917,33.688,0.752,1.231,1.272,,40.527,0.977,8.076,4.110,1.886,4.767,10.870,0.062,0.000,0.000,-0.070,30.059,,.706%,AAPL,03783310
001690,14593,2020-09-30,2021-03-31,2021-06-30,41.331,0.034,20.731,30.419,30.743,30.743,30.743,6.969,22.770,0.186,0.235,0.307,0.273,0.432,0.275,0.268,0.303,1.071,0.469,0.144,1.081,0.457,1.081,1.099,0.472,0.422,0.396,0.604,0.693,0.604,0.025,0.022,0.312,0.033,0.288,0.359,1.198,0.128,0.415,0.394,0.908,0.906,0.312,0.908,6.423,1.512,0.795,0.707,3.880,29.917,33.688,0.752,1.231,1.272,,40.527,0.977,8.076,4.110,1.886,4.767,10.870,0.062,0.000,0.000,-0.070,32.780,,.643%,AAPL,03783310
001690,14593,2020-09-30,2021-03-31,2021-07-31,43.946,0.034,20.731,32.395,32.741,32.741,32.741,7.409,24.210,0.186,0.235,0.307,0.273,0.432,0.275,0.268,0.303,1.071,0.469,0.144,1.081,0.457,1.081,1.099,0.472,0.422,0.396,0.604,0.693,0.604,0.025,0.022,0.312,0.033,0.288,0.359,1.198,0.128,0.415,0.394,0.908,0.906,0.312,0.908,6.423,1.512,0.795,0.707,3.880,29.917,33.688,0.752,1.231,1.272,,40.527,0.977,8.076,4.110,1.886,4.767,10.870,0.062,0.000,0.000,-0.070,34.853,,.603%,AAPL,03783310
001690,14593,2020-09-30,2021-06-30,2021-08-31,44.174,0.028,20.242,29.424,29.712,29.712,29.712,7.230,24.037,0.165,0.250,0.320,0.288,0.442,0.291,0.282,0.333,1.259,0.532,0.144,1.272,0.516,1.272,1.404,0.552,0.456,0.386,0.614,0.697,0.614,0.025,0.022,0.277,0.036,0.305,0.355,1.077,0.119,0.419,0.390,0.982,0.924,0.312,0.908,6.762,1.571,0.803,0.715,4.075,34.296,38.334,0.662,1.138,1.181,,39.896,1.032,8.519,4.178,2.025,5.240,17.003,0.061,0.000,0.000,-0.053,39.044,,.580%,AAPL,03783310
001690,14593,2020-09-30,2021-06-30,2021-09-30,40.911,0.028,20.242,27.422,27.691,27.691,27.691,6.696,22.261,0.165,0.250,0.320,0.288,0.442,0.291,0.282,0.333,1.259,0.532,0.144,1.272,0.516,1.272,1.404,0.552,0.456,0.386,0.614,0.697,0.614,0.025,0.022,0.277,0.036,0.305,0.355,1.077,0.119,0.419,0.390,0.982,0.924,0.312,0.908,6.762,1.571,0.803,0.715,4.075,34.296,38.334,0.662,1.138,1.181,,39.896,1.032,8.519,4.178,2.025,5.240,17.003,0.061,0.000,0.000,-0.053,36.160,,.622%,AAPL,03783310
001690,14593,2020-09-30,2021-06-30,2021-10-31,43.257,0.028,20.242,29.031,29.315,29.315,29.315,7.079,23.538,0.165,0.250,0.320,0.288,0.442,0.291,0.282,0.333,1.259,0.532,0.144,1.272,0.516,1.272,1.404,0.552,0.456,0.386,0.614,0.697,0.614,0.025,0.022,0.277,0.036,0.305,0.355,1.077,0.119,0.419,0.390,0.982,0.924,0.312,0.908,6.762,1.571,0.803,0.715,4.075,34.296,38.334,0.662,1.138,1.181,,39.896,1.032,8.519,4.178,2.025,5.240,17.003,0.061,0.000,0.000,-0.053,38.234,,.587%,AAPL,03783310
001690,14593,2021-09-30,2021-09-30,2021-11-30,43.016,0.027,20.776,29.153,29.465,29.465,29.465,7.413,26.067,0.152,0.259,0.324,0.298,0.444,0.299,0.290,0.351,1.443,0.563,0.133,1.474,0.556,1.474,1.529,0.584,0.462,0.346,0.654,0.748,0.654,0.023,0.020,0.218,0.049,0.382,0.389,1.153,0.126,0.436,0.415,0.944,0.829,0.361,0.893,5.813,1.892,0.820,0.752,4.564,36.796,41.191,0.499,1.022,1.075,,38.245,1.084,8.225,4.245,2.005,5.798,39.104,0.060,0.000,0.000,-0.028,42.986,1.088,.532%,AAPL,03783310
001690,14593,2021-09-30,2021-09-30,2021-12-31,46.036,0.027,20.776,31.317,31.652,31.652,31.652,7.934,27.897,0.152,0.259,0.324,0.298,0.444,0.299,0.290,0.351,1.443,0.563,0.133,1.474,0.556,1.474,1.529,0.584,0.462,0.346,0.654,0.748,0.654,0.023,0.020,0.218,0.049,0.382,0.389,1.153,0.126,0.436,0.415,0.944,0.829,0.361,0.893,5.813,1.892,0.820,0.752,4.564,36.796,41.191,0.499,1.022,1.075,,38.245,1.084,8.225,4.245,2.005,5.798,39.104,0.060,0.000,0.000,-0.028,46.004,1.169,.496%,AAPL,03783310
001690,14593,2021-09-30,2021-09-30,2022-01-31,45.242,0.027,20.776,30.825,31.155,31.155,31.155,7.797,27.416,0.152,0.259,0.324,0.298,0.444,0.299,0.290,0.351,1.443,0.563,0.133,1.474,0.556,1.474,1.529,0.584,0.462,0.346,0.654,0.748,0.654,0.023,0.020,0.218,0.049,0.382,0.389,1.153,0.126,0.436,0.415,0.944,0.829,0.361,0.893,5.813,1.892,0.820,0.752,4.564,36.796,41.191,0.499,1.022,1.075,,38.245,1.084,8.225,4.245,2.005,5.798,39.104,0.060,0.000,0.000,-0.028,45.210,1.151,.503%,AAPL,03783310
001690,14593,2021-09-30,2021-12-31,2022-02-28,43.440,0.025,19.566,27.158,27.338,27.338,27.338,7.123,24.008,0.145,0.266,0.339,0.309,0.460,0.309,0.296,0.374,1.531,0.620,0.133,1.531,0.594,1.531,2.159,0.679,0.498,0.379,0.621,0.709,0.621,0.025,0.021,0.228,0.044,0.351,0.359,0.980,0.124,0.431,0.389,1.053,0.922,0.361,0.907,6.844,1.640,0.808,0.726,4.212,38.229,43.281,0.530,1.028,1.075,,35.751,1.082,8.238,3.914,2.135,5.637,41.252,0.061,0.000,0.000,-0.033,37.461,,.533%,AAPL,03783310
001690,14593,2021-09-30,2021-12-31,2022-03-31,45.622,0.025,19.566,28.719,28.909,28.909,28.909,7.480,25.214,0.145,0.266,0.339,0.309,0.460,0.309,0.296,0.374,1.531,0.620,0.133,1.531,0.594,1.531,2.159,0.679,0.498,0.379,0.621,0.709,0.621,0.025,0.021,0.228,0.044,0.351,0.359,0.980,0.124,0.431,0.389,1.053,0.922,0.361,0.907,6.844,1.640,0.808,0.726,4.212,38.229,43.281,0.530,1.028,1.075,,35.751,1.082,8.238,3.914,2.135,5.637,41.252,0.061,0.000,0.000,-0.033,39.343,,.504%,AAPL,03783310
001690,14593,2021-09-30,2021-12-31,2022-04-30,41.134,0.025,19.566,25.929,26.101,26.101,26.101,6.744,22.733,0.145,0.266,0.339,0.309,0.460,0.309,0.296,0.374,1.531,0.620,0.133,1.531,0.594,1.531,2.159,0.679,0.498,0.379,0.621,0.709,0.621,0.025,0.021,0.228,0.044,0.351,0.359,0.980,0.124,0.431,0.389,1.053,0.922,0.361,0.907,6.844,1.640,0.808,0.726,4.212,38.229,43.281,0.530,1.028,1.075,,35.751,1.082,8.238,3.914,2.135,5.637,41.252,0.061,0.000,0.000,-0.033,35.472,,.558%,AAPL,03783310
001690,14593,2021-09-30,2022-03-31,2022-05-31,37.152,0.024,20.716,23.968,24.162,24.162,24.162,6.241,20.691,0.145,0.264,0.338,0.309,0.462,0.308,0.293,0.373,1.519,0.619,0.133,1.519,0.591,1.519,2.365,0.693,0.505,0.380,0.620,0.714,0.620,0.025,0.022,0.209,0.044,0.377,0.355,0.959,0.132,0.444,0.380,1.028,0.916,0.361,0.909,6.875,1.631,0.811,0.731,4.297,38.449,43.857,0.472,0.979,1.024,,35.945,1.093,7.875,3.740,2.200,5.790,125.779,0.063,0.000,0.000,-0.041,35.742,,.618%,AAPL,03783310
001690,14593,2021-09-30,2022-03-31,2022-06-30,33.937,0.024,20.716,22.016,22.195,22.195,22.195,5.701,18.901,0.145,0.264,0.338,0.309,0.462,0.308,0.293,0.373,1.519,0.619,0.133,1.519,0.591,1.519,2.365,0.693,0.505,0.380,0.620,0.714,0.620,0.025,0.022,0.209,0.044,0.377,0.355,0.959,0.132,0.444,0.380,1.028,0.916,0.361,0.909,6.875,1.631,0.811,0.731,4.297,38.449,43.857,0.472,0.979,1.024,,35.945,1.093,7.875,3.740,2.200,5.790,125.779,0.063,0.000,0.000,-0.041,32.650,,.673%,AAPL,03783310
001690,14593,2021-09-30,2022-03-31,2022-07-31,40.277,0.024,20.716,26.169,26.381,26.381,26.381,6.766,22.432,0.145,0.264,0.338,0.309,0.462,0.308,0.293,0.373,1.519,0.619,0.133,1.519,0.591,1.519,2.365,0.693,0.505,0.380,0.620,0.714,0.620,0.025,0.022,0.209,0.044,0.377,0.355,0.959,0.132,0.444,0.380,1.028,0.916,0.361,0.909,6.875,1.631,0.811,0.731,4.297,38.449,43.857,0.472,0.979,1.024,,35.945,1.093,7.875,3.740,2.200,5.790,125.779,0.063,0.000,0.000,-0.041,38.749,,.566%,AAPL,03783310
001690,14593,2021-09-30,2022-06-30,2022-08-31,37.437,0.026,20.755,25.732,25.944,25.944,25.944,6.520,21.372,0.148,0.257,0.334,0.305,0.462,0.304,0.286,0.367,1.494,0.616,0.133,1.494,0.584,1.494,2.645,0.689,0.505,0.381,0.619,0.729,0.619,0.026,0.022,0.195,0.045,0.394,0.352,0.963,0.150,0.458,0.366,0.977,0.892,0.361,0.910,6.880,1.628,0.816,0.737,4.447,36.891,42.626,0.427,0.933,0.977,,35.711,1.092,7.584,3.627,2.264,5.950,39.104,0.065,0.000,0.000,-0.053,43.483,,.585%,AAPL,03783310
001690,14593,2021-09-30,2022-06-30,2022-09-30,32.647,0.026,20.755,22.619,22.805,22.805,22.805,5.686,18.637,0.148,0.257,0.334,0.305,0.462,0.304,0.286,0.367,1.494,0.616,0.133,1.494,0.584,1.494,2.645,0.689,0.505,0.381,0.619,0.729,0.619,0.026,0.022,0.195,0.045,0.394,0.352,0.963,0.150,0.458,0.366,0.977,0.892,0.361,0.910,6.880,1.628,0.816,0.737,4.447,36.891,42.626,0.427,0.933,0.977,,35.711,1.092,7.584,3.627,2.264,5.950,39.104,0.065,0.000,0.000,-0.053,37.919,,.666%,AAPL,03783310
001690,14593,2021-09-30,2022-06-30,2022-10-31,36.143,0.026,20.755,25.097,25.304,25.304,25.304,6.294,20.633,0.148,0.257,0.334,0.305,0.462,0.304,0.286,0.367,1.494,0.616,0.133,1.494,0.584,1.494,2.645,0.689,0.505,0.381,0.619,0.729,0.619,0.026,0.022,0.195,0.045,0.394,0.352,0.963,0.150,0.458,0.366,0.977,0.892,0.361,0.910,6.880,1.628,0.816,0.737,4.447,36.891,42.626,0.427,0.933,0.977,,35.711,1.092,7.584,3.627,2.264,5.950,39.104,0.065,0.000,0.000,-0.053,41.980,,.600%,AAPL,03783310
001690,14593,2022-09-30,2022-09-30,2022-11-30,32.111,0.023,18.229,24.070,24.227,24.227,24.227,5.972,19.278,0.148,0.253,0.325,0.303,0.455,0.302,0.281,0.364,1.755,0.624,0.162,1.755,0.563,1.755,2.573,0.642,0.509,0.316,0.684,0.826,0.684,0.026,0.022,0.160,0.037,0.450,0.376,1.034,0.172,0.510,0.363,0.832,0.793,0.404,0.912,5.750,2.165,0.856,0.795,5.962,35.051,40.750,0.314,0.847,0.879,,37.280,1.121,7.014,3.587,2.459,7.782,,0.067,0.000,0.000,-0.064,46.473,0.805,.621%,AAPL,03783310
001690,14593,2022-09-30,2022-09-30,2022-12-31,28.068,0.023,18.229,21.127,21.265,21.265,21.265,5.220,16.851,0.148,0.253,0.325,0.303,0.455,0.302,0.281,0.364,1.755,0.624,0.162,1.755,0.563,1.755,2.573,0.642,0.509,0.316,0.684,0.826,0.684,0.026,0.022,0.160,0.037,0.450,0.376,1.034,0.172,0.510,0.363,0.832,0.793,0.404,0.912,5.750,2.165,0.856,0.795,5.962,35.051,40.750,0.314,0.847,0.879,,37.280,1.121,7.014,3.587,2.459,7.782,,0.067,0.000,0.000,-0.064,40.622,0.707,.708%,AAPL,03783310
001690,14593,2022-09-30,2022-09-30,2023-01-31,31.130,0.023,18.229,23.462,23.615,23.615,23.615,5.789,18.690,0.148,0.253,0.325,0.303,0.455,0.302,0.281,0.364,1.755,0.624,0.162,1.755,0.563,1.755,2.573,0.642,0.509,0.316,0.684,0.826,0.684,0.026,0.022,0.160,0.037,0.450,0.376,1.034,0.172,0.510,0.363,0.832,0.793,0.404,0.912,5.750,2.165,0.856,0.795,5.962,35.051,40.750,0.314,0.847,0.879,,37.280,1.121,7.014,3.587,2.459,7.782,,0.067,0.000,0.000,-0.064,45.053,0.785,.638%,AAPL,03783310
001690,14593,2022-09-30,2022-12-31,2023-02-28,32.261,0.028,19.506,24.900,25.027,25.027,25.027,6.018,21.360,0.156,0.246,0.323,0.294,0.460,0.293,0.275,0.353,1.534,0.613,0.162,1.534,0.594,1.534,3.466,0.660,0.514,0.364,0.636,0.755,0.636,0.032,0.027,0.173,0.046,0.410,0.349,0.964,0.157,0.476,0.353,0.913,0.796,0.404,0.893,6.587,1.749,0.832,0.752,4.953,30.374,35.174,0.363,0.860,0.902,,36.955,1.118,7.645,3.771,2.421,6.656,,0.071,0.000,0.000,-0.040,41.115,,.624%,AAPL,03783310
001690,14593,2022-09-30,2022-12-31,2023-03-31,35.864,0.028,19.506,27.855,27.997,27.997,27.997,6.690,23.746,0.156,0.246,0.323,0.294,0.460,0.293,0.275,0.353,1.534,0.613,0.162,1.534,0.594,1.534,3.466,0.660,0.514,0.364,0.636,0.755,0.636,0.032,0.027,0.173,0.046,0.410,0.349,0.964,0.157,0.476,0.353,0.913,0.796,0.404,0.893,6.587,1.749,0.832,0.752,4.953,30.374,35.174,0.363,0.860,0.902,,36.955,1.118,7.645,3.771,2.421,6.656,,0.071,0.000,0.000,-0.040,45.706,,.558%,AAPL,03783310
001690,14593,2022-09-30,2022-12-31,2023-04-30,36.916,0.028,19.506,28.662,28.808,28.808,28.808,6.887,24.442,0.156,0.246,0.323,0.294,0.460,0.293,0.275,0.353,1.534,0.613,0.162,1.534,0.594,1.534,3.466,0.660,0.514,0.364,0.636,0.755,0.636,0.032,0.027,0.173,0.046,0.410,0.349,0.964,0.157,0.476,0.353,0.913,0.796,0.404,0.893,6.587,1.749,0.832,0.752,4.953,30.374,35.174,0.363,0.860,0.902,,36.955,1.118,7.645,3.771,2.421,6.656,,0.071,0.000,0.000,-0.040,47.047,,.542%,AAPL,03783310
001690,14593,2022-09-30,2023-03-31,2023-05-31,37.499,0.024,19.243,29.992,30.042,30.042,30.042,7.240,25.441,0.158,0.245,0.321,0.292,0.462,0.290,0.275,0.357,1.620,0.627,0.162,1.620,0.611,1.620,3.709,0.671,0.520,0.362,0.638,0.752,0.638,0.035,0.029,0.179,0.050,0.395,0.346,0.955,0.152,0.475,0.352,0.915,0.810,0.404,0.890,6.363,1.762,0.834,0.751,5.009,28.112,32.281,0.376,0.859,0.904,,33.600,1.126,7.971,3.925,2.450,6.766,,0.075,0.000,0.000,-0.044,44.852,,.542%,AAPL,03783310
001690,14593,2022-09-30,2023-03-31,2023-06-30,40.826,0.024,19.243,32.821,32.876,32.876,32.876,7.882,27.698,0.158,0.245,0.321,0.292,0.462,0.290,0.275,0.357,1.620,0.627,0.162,1.620,0.611,1.620,3.709,0.671,0.520,0.362,0.638,0.752,0.638,0.035,0.029,0.179,0.050,0.395,0.346,0.955,0.152,0.475,0.352,0.915,0.810,0.404,0.890,6.363,1.762,0.834,0.751,5.009,28.112,32.281,0.376,0.859,0.904,,33.600,1.126,7.971,3.925,2.450,6.766,,0.075,0.000,0.000,-0.044,48.831,,.495%,AAPL,03783310
001690,14593,2022-09-30,2023-03-31,2023-07-31,41.311,0.024,19.243,33.240,33.297,33.297,33.297,7.976,28.027,0.158,0.245,0.321,0.292,0.462,0.290,0.275,0.357,1.620,0.627,0.162,1.620,0.611,1.620,3.709,0.671,0.520,0.362,0.638,0.752,0.638,0.035,0.029,0.179,0.050,0.395,0.346,0.955,0.152,0.475,0.352,0.915,0.810,0.404,0.890,6.363,1.762,0.834,0.751,5.009,28.112,32.281,0.376,0.859,0.904,,33.600,1.126,7.971,3.925,2.450,6.766,,0.075,0.000,0.000,-0.044,49.412,,.489%,AAPL,03783310
001690,14593,2022-09-30,2023-06-30,2023-08-31,38.507,0.020,20.879,31.416,31.522,31.522,31.522,7.650,25.976,0.158,0.247,0.323,0.292,0.465,0.290,0.277,0.362,1.665,0.641,0.162,1.665,0.627,1.665,3.524,0.671,0.523,0.362,0.638,0.729,0.638,0.037,0.033,0.192,0.053,0.381,0.338,0.933,0.125,0.472,0.356,0.925,0.843,0.404,0.893,6.232,1.760,0.832,0.746,4.947,26.216,29.863,0.407,0.882,0.932,,30.886,1.124,8.074,3.917,2.421,6.682,,0.076,0.000,0.000,-0.054,48.731,,.511%,AAPL,03783310
001690,14593,2022-09-30,2023-06-30,2023-09-30,34.903,0.020,20.879,28.630,28.727,28.727,28.727,6.934,23.545,0.158,0.247,0.323,0.292,0.465,0.290,0.277,0.362,1.665,0.641,0.162,1.665,0.627,1.665,3.524,0.671,0.523,0.362,0.638,0.729,0.638,0.037,0.033,0.192,0.053,0.381,0.338,0.933,0.125,0.472,0.356,0.925,0.843,0.404,0.893,6.232,1.760,0.832,0.746,4.947,26.216,29.863,0.407,0.882,0.932,,30.886,1.124,8.074,3.917,2.421,6.682,,0.076,0.000,0.000,-0.054,44.170,,.561%,AAPL,03783310
001690,14593,2022-09-30,2023-06-30,2023-10-31,34.819,0.020,20.879,28.557,28.653,28.653,28.653,6.918,23.489,0.158,0.247,0.323,0.292,0.465,0.290,0.277,0.362,1.665,0.641,0.162,1.665,0.627,1.665,3.524,0.671,0.523,0.362,0.638,0.729,0.638,0.037,0.033,0.192,0.053,0.381,0.338,0.933,0.125,0.472,0.356,0.925,0.843,0.404,0.893,6.232,1.760,0.832,0.746,4.947,26.216,29.863,0.407,0.882,0.932,,30.886,1.124,8.074,3.917,2.421,6.682,,0.076,0.000,0.000,-0.054,44.064,,.562%,AAPL,03783310
001690,14593,2023-09-30,2023-09-30,2023-11-30,36.549,0.023,22.689,30.836,30.987,30.987,30.987,7.708,26.725,0.155,0.253,0.320,0.298,0.463,0.297,0.283,0.348,1.719,0.619,0.147,1.719,0.629,1.719,2.640,0.592,0.504,0.368,0.632,0.735,0.632,0.036,0.031,0.212,0.044,0.425,0.351,1.009,0.140,0.500,0.367,0.845,0.761,0.381,0.901,5.341,1.714,0.824,0.750,4.673,25.662,29.062,0.424,0.944,0.988,,36.470,1.087,6.288,3.267,2.272,6.167,,0.078,0.000,0.000,-0.038,47.537,1.158,.505%,AAPL,03783310
001690,14593,2023-09-30,2023-09-30,2023-12-31,37.046,0.023,22.689,31.255,31.408,31.408,31.408,7.812,27.088,0.155,0.253,0.320,0.298,0.463,0.297,0.283,0.348,1.719,0.619,0.147,1.719,0.629,1.719,2.640,0.592,0.504,0.368,0.632,0.735,0.632,0.036,0.031,0.212,0.044,0.425,0.351,1.009,0.140,0.500,0.367,0.845,0.761,0.381,0.901,5.341,1.714,0.824,0.750,4.673,25.662,29.062,0.424,0.944,0.988,,36.470,1.087,6.288,3.267,2.272,6.167,,0.078,0.000,0.000,-0.038,48.183,1.174,.499%,AAPL,03783310
